iter	Passed	Remaining
1396	3596500	1552390
1397	3598921	1549750
1398	3601499	1547177
1399	3604055	1544595
1400	3606782	1542085
1401	3609246	1539464
1402	3611466	1536739
1403	3614076	1534180
1404	3616709	1531631
1405	3619274	1529053
1406	3621761	1526442
1407	3624222	1523820
1408	3626555	1521145
1409	3628924	1518486
1410	3631526	1515924
1411	3633847	1513245
1412	3636229	1510592
1413	3639089	1508137
1414	3641711	1505583
1415	3644239	1502991
1416	3646404	1500249
1417	3649400	1497849
1418	3651660	1495148
1419	3654293	1492598
1420	3656780	1489990
1421	3659403	1487436
1422	3661957	1484855
1423	3664106	1482110
1424	3666960	1479650
1425	3669713	1477149
1426	3672242	1474558
1427	3674296	1471777
1428	3676636	1469110
1429	3679383	1466607
1430	3681734	1463946
1431	3684040	1461267
1432	3686349	1458590
1433	3688913	1456014
1434	3691603	1453488
1435	3694209	1450929
1436	3696358	1448190
1437	3698617	1445495
1438	3700954	1442832
1439	3703418	1440218
1440	3706229	1437739
1441	3708671	1435116
1442	3711045	1432468
1443	3713492	1429848
1444	3715964	1427238
1445	3718355	1424598
1446	3720682	1421933
1447	3723428	1419428
1448	3725888	1416814
1449	3728320	1414190
1450	3730753	1411567
1451	3732963	1408859
1452	3735689	1406347
1453	3738694	1403938
1454	3741285	1401374
1455	3744547	1399061
1456	3747334	1396569
1457	3750264	1394131
1458	3752752	1391527
1459	3755341	1388961
1460	3757626	1386283
1461	3760286	1383744
1462	3762454	1381023
1463	3764765	1378356
1464	3767131	1375710
1465	3769456	1373048
1466	3772031	1370479
1467	3774651	1367925
1468	3776980	1365266
1469	3779493	1362674
1470	3782372	1360214
1471	3784538	1357497
1472	3787086	1354918
1473	3789413	1352260
1474	3791995	1349693
1475	3794378	1347055
1476	3796902	1344468
1477	3799335	1341849
1478	3801647	1339187
1479	3804020	1336547
1480	3806538	1333959
1481	3809316	1331461
1482	3811714	1328831
1483	3814287	1326261
1484	3816691	1323633
1485	3819656	1321200
1486	3822135	1318598
1487	3824699	1316025
1488	3826967	1313351
1489	3829941	1310919
1490	3832697	1308412
1491	3835566	1305943
1492	3837887	1303288
1493	3840645	1300780
1494	3843093	1298168
1495	3845625	1295585
1496	3847785	1292876
1497	3850621	1290395
1498	3852901	1287727
1499	3855264	1285088
1500	3857909	1282542
1501	3860460	1279966
1502	3862777	1277312
1503	3865056	1274646
1504	3867515	1272040
1505	3870025	1269450
1506	3872407	1266819
1507	3874605	1264128
1508	3877321	1261607
1509	3880099	1259105
1510	3882438	1256460
1511	3885137	1253933
1512	3887791	1251390
1513	3890161	1248757
1514	3892380	1246075
1515	3894341	1243312
1516	3896784	1240703
1517	3899567	1238202
1518	3901894	1235557
1519	3904928	1233135
1520	3907249	1230488
1521	3910300	1228070
1522	3912843	1225493
1523	3915267	1222878
1524	3917447	1220188
1525	3919670	1217512
1526	3922145	1214914
1527	3925109	1212468
1528	3927507	1209847
1529	3929963	1207243
1530	3932595	1204694
1531	3935203	1202138
1532	3937638	1199528
1533	3940180	1196951
1534	3942710	1194371
1535	3945098	1191748
1536	3947327	1189077
1537	3949674	1186443
1538	3952330	1183901
1539	3954677	1181267
1540	3957186	1178681
1541	3959596	1176066
1542	3961990	1173447
1543	3964320	1170809
1544	3966887	1168241
1545	3969588	1165713
1546	3972296	1163186
1547	3974601	1160542
1548	3977398	1158041
1549	3979638	1155378
1550	3982056	1152768
1551	3985070	1150329
1552	3987634	1147760
1553	3990106	1145165
1554	3992848	1142647
1555	3995235	1140028
1556	3997881	1137483
1557	4000847	1135028
1558	4003412	1132459
1559	4005882	1129864
1560	4008324	1127261
1561	4010713	1124643
1562	4013013	1122000
1563	4015058	1119287
1564	4017616	1116717
1565	4019722	1114022
1566	4022146	1111416
1567	4024649	1108832
1568	4027202	1106261
1569	4029563	1103638
1570	4031955	1101024
1571	4034360	1098413
1572	4037196	1095920
1573	4039582	1093305
1574	4042231	1090760
1575	4044616	1088145
1576	4047031	1085538
1577	4049136	1082849
1578	4051548	1080241
1579	4054255	1077713
1580	4056570	1075080
1581	4059062	1072495
1582	4061410	1069872
1583	4063888	1067283
1584	4066470	1064722
1585	4068830	1062103
1586	4071291	1059510
1587	4073643	1056889
1588	4076064	1054287
1589	4078386	1051659
1590	4080647	1049016
1591	4083396	1046498
1592	4085982	1043939
1593	4088164	1041276
1594	4090772	1038722
1595	4093041	1036083
1596	4095539	1033501
1597	4098008	1030913
1598	4100309	1028282
1599	4102685	1025671
1600	4105717	1023223
1601	4108025	1020595
1602	4110671	1018051
1603	4113202	1015478
1604	4115649	1012885
1605	4118020	1010274
1606	4120390	1007662
1607	4122743	1005047
1608	4125098	1002432
1609	4127641	999863
1610	4130199	997298
1611	4132522	994676
1612	4134856	992058
1613	4137521	989518
1614	4139925	986917
1615	4142248	984296
1616	4144816	981734
1617	4147676	979241
1618	4150465	976730
1619	4152999	974160
1620	4155350	971547
1621	4157509	968889
1622	4160276	966373
1623	4162621	963759
1624	4165650	961303
1625	4168149	958725
1626	4170547	956124
1627	4173080	953554
1628	4175800	951026
1629	4178214	948429
1630	4180869	945886
1631	4183530	943345
1632	4186031	940767
1633	4188576	938200
1634	4190900	935583
1635	4193357	932996
1636	4195772	930400
1637	4198237	927815
1638	4200512	925189
1639	4203405	922698
1640	4206043	920152
1641	4208253	917511
1642	4210867	914960
1643	4213582	912430
1644	4216215	909882
1645	4218958	907358
1646	4221212	904728
1647	4223458	902097
1648	4225799	899487
1649	4228502	896955
1650	4230816	894339
1651	4233506	891804
1652	4235813	889187
1653	4238158	886579
1654	4241168	884110
1655	4243686	881538
1656	4246113	878948
1657	4248669	876384
1658	4251063	873787
1659	4253854	871271
1660	4256395	868704
1661	4258516	866052
1662	4260626	863398
1663	4262995	860797
1664	4265359	858195
1665	4267815	855612
1666	4270209	853017
1667	4272543	850410
1668	4274777	847783
1669	4277155	845186
1670	4279702	842622
1671	4282034	840016
1672	4284283	837394
1673	4286964	834856
1674	4290007	832389
1675	4292741	829861
1676	4295123	827265
1677	4297521	824673
1678	4299854	822068
1679	4302247	819475
1680	4304541	816864
1681	4306985	814281
1682	4309201	811655
1683	4311849	809111
1684	4314218	806515
1685	4316819	803962
1686	4319022	801336
1687	4321803	798816
1688	4324461	796274
1689	4327894	793874
1690	4330652	791349
1691	4333010	788751
1692	4335448	786168
1693	4337629	783538
1694	4341080	781138
1695	4344469	778725
1696	4347220	776197
1697	4350169	773704
1698	4353270	771238
1699	4356294	768757
1700	4359083	766235
1701	4361560	763657
1702	4364457	761153
1703	4366759	758545
1704	4369433	756001
1705	4372715	753562
1706	4375469	751032
1707	4378417	748535
1708	4380822	745944
1709	4383603	743418
1710	4386113	740845
1711	4388699	738285
1712	4391962	735839
1713	4394647	733295
1714	4397648	730804
1715	4400656	728313
1716	4403868	725856
1717	4407495	723465
1718	4410208	720924
1719	4413189	718426
1720	4416171	715927
1721	4419288	713450
1722	4422325	710960
1723	4425620	708510
1724	4428522	705996
1725	4431288	703460
1726	4433960	700909
1727	4436794	698384
1728	4439344	695813
1729	4441794	693228
1730	4444162	690629
1731	4447446	688173
1732	4450196	685633
1733	4452931	683091
1734	4456217	680632
1735	4458989	678095
1736	4462072	675604
1737	4464780	673056
1738	4467840	670561
1739	4470421	667994
1740	4473445	665492
1741	4476797	663038
1742	4479822	660536
1743	4482624	657999
1744	4485325	655448
1745	4488466	652961
1746	4491064	650394
1747	4494084	647888
1748	4496936	645357
1749	4499880	642840
1750	4502415	640263
1751	4505295	637735
1752	4507970	635178
1753	4510788	632641
1754	4513767	630127
1755	4516339	627555
1756	4519112	625011
1757	4521986	622480
1758	4524846	619947
1759	4527656	617407
1760	4530119	614820
1761	4533037	612294
1762	4535734	609738
1763	4538607	607205
1764	4541327	604652
1765	4544136	602110
1766	4547044	599582
1767	4549598	597006
1768	4552779	594512
1769	4555414	591946
1770	4558394	589425
1771	4561413	586908
1772	4564215	584363
1773	4567217	581843
1774	4570207	579322
1775	4573468	576833
1776	4575972	574249
1777	4578649	571687
1778	4581342	569126
1779	4584166	566582
1780	4586941	564031
1781	4589346	561435
1782	4592414	558919
1783	4595136	556361
1784	4597806	553797
1785	4600659	551254
1786	4603536	548714
1787	4606339	546165
1788	4609858	543700
1789	4612814	541168
1790	4615510	538605
1791	4618267	536048
1792	4621356	533530
1793	4624133	530976
1794	4627124	528445
1795	4629783	525877
1796	4632484	523313
1797	4634888	520716
1798	4637714	518165
1799	4640520	515613
1800	4643484	513077
1801	4646204	510515
1802	4648966	507956
1803	4651645	505389
1804	4654316	502820
1805	4657020	500255
1806	4659899	497709
1807	4662629	495146
1808	4665330	492580
1809	4668592	490073
1810	4671557	487534
1811	4674711	485014
1812	4677618	482468
1813	4680804	479950
1814	4683325	477363
1815	4686121	474805
1816	4688779	472232
1817	4691289	469645
1818	4693677	467045
1819	4696579	464496
1820	4699405	461940
1821	4702213	459381
1822	4704740	456795
1823	4707227	454206
1824	4709841	451628
1825	4712661	449070
1826	4715258	446491
1827	4717928	443918
1828	4721589	441438
1829	4724018	438843
1830	4726831	436283
1831	4729513	433710
1832	4731903	431111
1833	4734449	428527
1834	4736940	425937
1835	4739249	423331
1836	4742022	420767
1837	4744500	418176
1838	4747140	415600
1839	4749675	413015
1840	4752208	410429
1841	4755089	407874
1842	4758428	405357
1843	4761177	402789
1844	4763675	400200
1845	4766713	397656
1846	4769639	395102
1847	4772310	392527
1848	4775030	389956
1849	4777447	387360
1850	4780086	384782
1851	4782600	382194
1852	4785169	379611
1853	4787883	377039
1854	4790923	374492
1855	4793455	371906
1856	4796671	369372
1857	4800144	366857
1858	4803057	364298
1859	4805747	361722
1860	4808077	359120
1861	4811619	356607
1862	4814828	354069
1863	4817677	351504
1864	4820573	348942
1865	4823294	346367
1866	4826264	343809
1867	4829448	341267
1868	4832039	338682
1869	4834649	336098
1870	4837519	333532
1871	4840672	330986
1872	4843391	328409
1873	4846107	325832
1874	4848655	323243
1875	4851365	320665
1876	4854060	318087
1877	4856890	315516
1878	4859703	312945
1879	4862007	310340
1880	4864668	307759
1881	4867410	305183
1882	4870012	302597
1883	4872479	300004
1884	4875063	297417
1885	4877946	294849
1886	4880751	292276
1887	4883574	289703
1888	4886766	287152
1889	4889889	284596
1890	4892885	282033
1891	4895704	279458
1892	4898451	276880
1893	4901114	274296
1894	4903980	271724
1895	4906773	269147
1896	4909575	266571
1897	4912430	263997
1898	4915164	261417
1899	4917845	258833
1900	4920714	256260
1901	4922982	253655
1902	4925801	251078
1903	4928588	248500
1904	4931939	245949
1905	4934533	243361
1906	4937565	240793
1907	4940192	238206
1908	4942854	235620
1909	4945681	233042
1910	4948581	230467
1911	4951099	227874
1912	4953844	225292
1913	4956792	222718
1914	4959349	220127
1915	4961968	217539
1916	4964767	214958
1917	4967754	212385
1918	4970984	209822
1919	4973547	207231
1920	4976555	204657
1921	4979151	202067
1922	4982098	199491
1923	4984453	196891
1924	4987105	194302
1925	4990358	191737
1926	4993153	189154
1927	4995838	186566
1928	4998683	183984
1929	5001720	181409
1930	5004322	178818
1931	5006747	176220
1932	5009665	173640
1933	5012795	171067
1934	5015942	168494
1935	5018567	165903
1936	5021046	163307
1937	5023860	160722
1938	5026474	158130
1939	5029186	155541
1940	5031769	152949
1941	5034455	150359
1942	5037343	147775
1943	5039927	145183
1944	5042573	142592
1945	5045301	140003
1946	5048426	137425
1947	5051238	134837
1948	5053979	132248
1949	5056701	129659
1950	5059817	127078
1951	5062327	124483
1952	5065777	121910
1953	5068769	119326
1954	5072284	116753
1955	5075190	114165
1956	5078074	111577
1957	5080987	108989
1958	5083989	106403
1959	5087090	103818
1960	5089703	101223
1961	5092262	98626
1962	5095118	96036
1963	5098051	93446
1964	5101133	90859
1965	5104174	88271
1966	5107101	85680
1967	5110152	83091
1968	5112779	80495
1969	5115681	77903
1970	5118347	75307
1971	5121148	72714
1972	5123599	70115
1973	5126564	67523
1974	5129390	64928
1975	5132389	62336
1976	5135218	59742
1977	5137720	57143
1978	5140395	54546
1979	5143241	51951
1980	5145981	49355
1981	5148334	46755
1982	5150926	44158
1983	5153983	41564
1984	5156587	38966
1985	5159612	36371
1986	5162365	33774
1987	5165602	31180
1988	5168176	28582
1989	5170596	25982
1990	5173899	23387
1991	5176531	20789
1992	5179307	18191
1993	5182174	15593
1994	5184773	12994
1995	5187254	10395
1996	5190681	7797
1997	5193271	5198
1998	5196024	2599
1999	5198632	0
